preco,manutencao,portas,pessoas,bagageiro,seguranca,aceitabilidade
muitoalto,baixo,4,5mais,pequeno,media,inaceitavel
muitoalto,baixo,4,5mais,pequeno,alta,aceitavel
muitoalto,baixo,4,5mais,medio,baixa,inaceitavel
muitoalto,baixo,4,5mais,medio,media,aceitavel
muitoalto,baixo,4,5mais,medio,alta,aceitavel
muitoalto,baixo,4,5mais,grande,baixa,inaceitavel
muitoalto,baixo,4,5mais,grande,media,aceitavel
muitoalto,baixo,4,5mais,grande,alta,aceitavel
muitoalto,baixo,5mais,2,pequeno,baixa,inaceitavel
muitoalto,baixo,5mais,2,pequeno,media,inaceitavel
muitoalto,baixo,5mais,2,pequeno,alta,inaceitavel
muitoalto,baixo,5mais,2,medio,baixa,inaceitavel
muitoalto,baixo,5mais,2,medio,media,inaceitavel
muitoalto,baixo,5mais,2,medio,alta,inaceitavel
muitoalto,baixo,5mais,2,grande,baixa,inaceitavel
muitoalto,baixo,5mais,2,grande,media,inaceitavel
muitoalto,baixo,5mais,2,grande,alta,inaceitavel
muitoalto,baixo,5mais,4,pequeno,baixa,inaceitavel
muitoalto,baixo,5mais,4,pequeno,media,inaceitavel
muitoalto,baixo,5mais,4,pequeno,alta,aceitavel
muitoalto,baixo,5mais,4,medio,baixa,inaceitavel
muitoalto,baixo,5mais,4,medio,media,aceitavel
muitoalto,baixo,5mais,4,medio,alta,aceitavel
muitoalto,baixo,5mais,4,grande,baixa,inaceitavel
muitoalto,baixo,5mais,4,grande,media,aceitavel
muitoalto,baixo,5mais,4,grande,alta,aceitavel
muitoalto,baixo,5mais,5mais,pequeno,baixa,inaceitavel
muitoalto,baixo,5mais,5mais,pequeno,media,inaceitavel
muitoalto,baixo,5mais,5mais,pequeno,alta,aceitavel
muitoalto,baixo,5mais,5mais,medio,baixa,inaceitavel
muitoalto,baixo,5mais,5mais,medio,media,aceitavel
muitoalto,baixo,5mais,5mais,medio,alta,aceitavel
muitoalto,baixo,5mais,5mais,grande,baixa,inaceitavel
muitoalto,baixo,5mais,5mais,grande,media,aceitavel
muitoalto,baixo,5mais,5mais,grande,alta,aceitavel
alto,muitoalto,2,2,pequeno,baixa,inaceitavel
alto,muitoalto,2,2,pequeno,media,inaceitavel
alto,muitoalto,2,2,pequeno,alta,inaceitavel
alto,muitoalto,2,2,medio,baixa,inaceitavel
alto,muitoalto,2,2,medio,media,inaceitavel
alto,muitoalto,2,2,medio,alta,inaceitavel
alto,muitoalto,2,2,grande,baixa,inaceitavel
alto,muitoalto,2,2,grande,media,inaceitavel
alto,muitoalto,2,2,grande,alta,inaceitavel
alto,muitoalto,2,4,pequeno,baixa,inaceitavel
alto,muitoalto,2,4,pequeno,media,inaceitavel
alto,muitoalto,2,4,pequeno,alta,inaceitavel
alto,muitoalto,2,4,medio,baixa,inaceitavel
alto,muitoalto,2,4,medio,media,inaceitavel
alto,muitoalto,2,4,medio,alta,inaceitavel
alto,muitoalto,2,4,grande,baixa,inaceitavel
alto,muitoalto,2,4,grande,media,inaceitavel
alto,muitoalto,2,4,grande,alta,inaceitavel
alto,muitoalto,2,5mais,pequeno,baixa,inaceitavel
alto,muitoalto,2,5mais,pequeno,media,inaceitavel
alto,muitoalto,2,5mais,pequeno,alta,inaceitavel
alto,muitoalto,2,5mais,medio,baixa,inaceitavel
alto,muitoalto,2,5mais,medio,media,inaceitavel
alto,muitoalto,2,5mais,medio,alta,inaceitavel
alto,muitoalto,2,5mais,grande,baixa,inaceitavel
alto,muitoalto,2,5mais,grande,media,inaceitavel
alto,muitoalto,2,5mais,grande,alta,inaceitavel
alto,muitoalto,3,2,pequeno,baixa,inaceitavel
alto,muitoalto,3,2,pequeno,media,inaceitavel
alto,muitoalto,3,2,pequeno,alta,inaceitavel
alto,muitoalto,3,2,medio,baixa,inaceitavel
alto,muitoalto,3,2,medio,media,inaceitavel
alto,muitoalto,3,2,medio,alta,inaceitavel
alto,muitoalto,3,2,grande,baixa,inaceitavel
alto,muitoalto,3,2,grande,media,inaceitavel
alto,muitoalto,3,2,grande,alta,inaceitavel
alto,muitoalto,3,4,pequeno,baixa,inaceitavel
alto,muitoalto,3,4,pequeno,media,inaceitavel
alto,muitoalto,3,4,pequeno,alta,inaceitavel
alto,muitoalto,3,4,medio,baixa,inaceitavel
alto,muitoalto,3,4,medio,media,inaceitavel
alto,muitoalto,3,4,medio,alta,inaceitavel
alto,muitoalto,3,4,grande,baixa,inaceitavel
alto,muitoalto,3,4,grande,media,inaceitavel
alto,muitoalto,3,4,grande,alta,inaceitavel
alto,muitoalto,3,5mais,pequeno,baixa,inaceitavel
alto,muitoalto,3,5mais,pequeno,media,inaceitavel
alto,muitoalto,3,5mais,pequeno,alta,inaceitavel
alto,muitoalto,3,5mais,medio,baixa,inaceitavel
alto,muitoalto,3,5mais,medio,media,inaceitavel
alto,muitoalto,3,5mais,medio,alta,inaceitavel
alto,muitoalto,3,5mais,grande,baixa,inaceitavel
alto,muitoalto,3,5mais,grande,media,inaceitavel
alto,muitoalto,3,5mais,grande,alta,inaceitavel
alto,muitoalto,4,2,pequeno,baixa,inaceitavel
alto,muitoalto,4,2,pequeno,media,inaceitavel
alto,muitoalto,4,2,pequeno,alta,inaceitavel
alto,muitoalto,4,2,medio,baixa,inaceitavel
alto,muitoalto,4,2,medio,media,inaceitavel
alto,muitoalto,4,2,medio,alta,inaceitavel
alto,muitoalto,4,2,grande,baixa,inaceitavel
alto,muitoalto,4,2,grande,media,inaceitavel
alto,muitoalto,4,2,grande,alta,inaceitavel
alto,muitoalto,4,4,pequeno,baixa,inaceitavel
alto,muitoalto,4,4,pequeno,media,inaceitavel
alto,muitoalto,4,4,pequeno,alta,inaceitavel
alto,muitoalto,4,4,medio,baixa,inaceitavel
alto,muitoalto,4,4,medio,media,inaceitavel
alto,muitoalto,4,4,medio,alta,inaceitavel
alto,muitoalto,4,4,grande,baixa,inaceitavel
alto,muitoalto,4,4,grande,media,inaceitavel
alto,muitoalto,4,4,grande,alta,inaceitavel
alto,muitoalto,4,5mais,pequeno,baixa,inaceitavel
alto,muitoalto,4,5mais,pequeno,media,inaceitavel
alto,muitoalto,4,5mais,pequeno,alta,inaceitavel
alto,muitoalto,4,5mais,medio,baixa,inaceitavel
alto,muitoalto,4,5mais,medio,media,inaceitavel
alto,muitoalto,4,5mais,medio,alta,inaceitavel
alto,muitoalto,4,5mais,grande,baixa,inaceitavel
alto,muitoalto,4,5mais,grande,media,inaceitavel
alto,muitoalto,4,5mais,grande,alta,inaceitavel
alto,muitoalto,5mais,2,pequeno,baixa,inaceitavel
alto,muitoalto,5mais,2,pequeno,media,inaceitavel
alto,muitoalto,5mais,2,pequeno,alta,inaceitavel
alto,muitoalto,5mais,2,medio,baixa,inaceitavel
alto,muitoalto,5mais,2,medio,media,inaceitavel
alto,muitoalto,5mais,2,medio,alta,inaceitavel
alto,muitoalto,5mais,2,grande,baixa,inaceitavel
alto,muitoalto,5mais,2,grande,media,inaceitavel
alto,muitoalto,5mais,2,grande,alta,inaceitavel
alto,muitoalto,5mais,4,pequeno,baixa,inaceitavel
alto,muitoalto,5mais,4,pequeno,media,inaceitavel
alto,muitoalto,5mais,4,pequeno,alta,inaceitavel
alto,muitoalto,5mais,4,medio,baixa,inaceitavel
alto,muitoalto,5mais,4,medio,media,inaceitavel
alto,muitoalto,5mais,4,medio,alta,inaceitavel
alto,muitoalto,5mais,4,grande,baixa,inaceitavel
alto,muitoalto,5mais,4,grande,media,inaceitavel
alto,muitoalto,5mais,4,grande,alta,inaceitavel
alto,muitoalto,5mais,5mais,pequeno,baixa,inaceitavel
alto,muitoalto,5mais,5mais,pequeno,media,inaceitavel
alto,muitoalto,5mais,5mais,pequeno,alta,inaceitavel
alto,muitoalto,5mais,5mais,medio,baixa,inaceitavel
alto,muitoalto,5mais,5mais,medio,media,inaceitavel
alto,muitoalto,5mais,5mais,medio,alta,inaceitavel
alto,muitoalto,5mais,5mais,grande,baixa,inaceitavel
alto,muitoalto,5mais,5mais,grande,media,inaceitavel
alto,muitoalto,5mais,5mais,grande,alta,inaceitavel
alto,alto,2,2,pequeno,baixa,inaceitavel
alto,alto,2,2,pequeno,media,inaceitavel
alto,alto,2,2,pequeno,alta,inaceitavel
alto,alto,2,2,medio,baixa,inaceitavel
alto,alto,2,2,medio,media,inaceitavel
alto,alto,2,2,medio,alta,inaceitavel
alto,alto,2,2,grande,baixa,inaceitavel
alto,alto,2,2,grande,media,inaceitavel
alto,alto,2,2,grande,alta,inaceitavel
alto,alto,2,4,pequeno,baixa,inaceitavel
alto,alto,2,4,pequeno,media,inaceitavel
alto,alto,2,4,pequeno,alta,aceitavel
alto,alto,2,4,medio,baixa,inaceitavel
alto,alto,2,4,medio,media,inaceitavel
alto,alto,2,4,medio,alta,aceitavel
alto,alto,2,4,grande,baixa,inaceitavel
alto,alto,2,4,grande,media,aceitavel
alto,alto,2,4,grande,alta,aceitavel
alto,alto,2,5mais,pequeno,baixa,inaceitavel
alto,alto,2,5mais,pequeno,media,inaceitavel
alto,alto,2,5mais,pequeno,alta,inaceitavel
alto,alto,2,5mais,medio,baixa,inaceitavel
alto,alto,2,5mais,medio,media,inaceitavel
alto,alto,2,5mais,medio,alta,aceitavel
alto,alto,2,5mais,grande,baixa,inaceitavel
alto,alto,2,5mais,grande,media,aceitavel
alto,alto,2,5mais,grande,alta,aceitavel
alto,alto,3,2,pequeno,baixa,inaceitavel
alto,alto,3,2,pequeno,media,inaceitavel
alto,alto,3,2,pequeno,alta,inaceitavel
alto,alto,3,2,medio,baixa,inaceitavel
alto,alto,3,2,medio,media,inaceitavel
alto,alto,3,2,medio,alta,inaceitavel
alto,alto,3,2,grande,baixa,inaceitavel
alto,alto,3,2,grande,media,inaceitavel
alto,alto,3,2,grande,alta,inaceitavel
alto,alto,3,4,pequeno,baixa,inaceitavel
alto,alto,3,4,pequeno,media,inaceitavel
alto,alto,3,4,pequeno,alta,aceitavel
alto,alto,3,4,medio,baixa,inaceitavel
alto,alto,3,4,medio,media,inaceitavel
alto,alto,3,4,medio,alta,aceitavel
alto,alto,3,4,grande,baixa,inaceitavel
alto,alto,3,4,grande,media,aceitavel
alto,alto,3,4,grande,alta,aceitavel
alto,alto,3,5mais,pequeno,baixa,inaceitavel
alto,alto,3,5mais,pequeno,media,inaceitavel
alto,alto,3,5mais,pequeno,alta,aceitavel
alto,alto,3,5mais,medio,baixa,inaceitavel
alto,alto,3,5mais,medio,media,aceitavel
alto,alto,3,5mais,medio,alta,aceitavel
alto,alto,3,5mais,grande,baixa,inaceitavel
alto,alto,3,5mais,grande,media,aceitavel
alto,alto,3,5mais,grande,alta,aceitavel
alto,alto,4,2,pequeno,baixa,inaceitavel
alto,alto,4,2,pequeno,media,inaceitavel
alto,alto,4,2,pequeno,alta,inaceitavel
alto,alto,4,2,medio,baixa,inaceitavel
alto,alto,4,2,medio,media,inaceitavel
alto,alto,4,2,medio,alta,inaceitavel
alto,alto,4,2,grande,baixa,inaceitavel
alto,alto,4,2,grande,media,inaceitavel
alto,alto,4,2,grande,alta,inaceitavel
alto,alto,4,4,pequeno,baixa,inaceitavel
alto,alto,4,4,pequeno,media,inaceitavel
alto,alto,4,4,pequeno,alta,aceitavel
alto,alto,4,4,medio,baixa,inaceitavel
alto,alto,4,4,medio,media,aceitavel
alto,alto,4,4,medio,alta,aceitavel
alto,alto,4,4,grande,baixa,inaceitavel
alto,alto,4,4,grande,media,aceitavel
alto,alto,4,4,grande,alta,aceitavel
alto,alto,4,5mais,pequeno,baixa,inaceitavel
alto,alto,4,5mais,pequeno,media,inaceitavel
alto,alto,4,5mais,pequeno,alta,aceitavel
alto,alto,4,5mais,medio,baixa,inaceitavel
alto,alto,4,5mais,medio,media,aceitavel
alto,alto,4,5mais,medio,alta,aceitavel
alto,alto,4,5mais,grande,baixa,inaceitavel
alto,alto,4,5mais,grande,media,aceitavel
alto,alto,4,5mais,grande,alta,aceitavel
alto,alto,5mais,2,pequeno,baixa,inaceitavel
alto,alto,5mais,2,pequeno,media,inaceitavel
alto,alto,5mais,2,pequeno,alta,inaceitavel
alto,alto,5mais,2,medio,baixa,inaceitavel
alto,alto,5mais,2,medio,media,inaceitavel
alto,alto,5mais,2,medio,alta,inaceitavel
alto,alto,5mais,2,grande,baixa,inaceitavel
alto,alto,5mais,2,grande,media,inaceitavel
alto,alto,5mais,2,grande,alta,inaceitavel
alto,alto,5mais,4,pequeno,baixa,inaceitavel
alto,alto,5mais,4,pequeno,media,inaceitavel
alto,alto,5mais,4,pequeno,alta,aceitavel
alto,alto,5mais,4,medio,baixa,inaceitavel
alto,alto,5mais,4,medio,media,aceitavel
alto,alto,5mais,4,medio,alta,aceitavel
alto,alto,5mais,4,grande,baixa,inaceitavel
alto,alto,5mais,4,grande,media,aceitavel
alto,alto,5mais,4,grande,alta,aceitavel
alto,alto,5mais,5mais,pequeno,baixa,inaceitavel
alto,alto,5mais,5mais,pequeno,media,inaceitavel
alto,alto,5mais,5mais,pequeno,alta,aceitavel
alto,alto,5mais,5mais,medio,baixa,inaceitavel
alto,alto,5mais,5mais,medio,media,aceitavel
alto,alto,5mais,5mais,medio,alta,aceitavel
alto,alto,5mais,5mais,grande,baixa,inaceitavel
alto,alto,5mais,5mais,grande,media,aceitavel
alto,alto,5mais,5mais,grande,alta,aceitavel
alto,medio,2,2,pequeno,baixa,inaceitavel
alto,medio,2,2,pequeno,media,inaceitavel
alto,medio,2,2,pequeno,alta,inaceitavel
alto,medio,2,2,medio,baixa,inaceitavel
alto,medio,2,2,medio,media,inaceitavel
alto,medio,2,2,medio,alta,inaceitavel
alto,medio,2,2,grande,baixa,inaceitavel
alto,medio,2,2,grande,media,inaceitavel
alto,medio,2,2,grande,alta,inaceitavel
alto,medio,2,4,pequeno,baixa,inaceitavel
alto,medio,2,4,pequeno,media,inaceitavel
alto,medio,2,4,pequeno,alta,aceitavel
alto,medio,2,4,medio,baixa,inaceitavel
alto,medio,2,4,medio,media,inaceitavel
alto,medio,2,4,medio,alta,aceitavel
alto,medio,2,4,grande,baixa,inaceitavel
alto,medio,2,4,grande,media,aceitavel
alto,medio,2,4,grande,alta,aceitavel
alto,medio,2,5mais,pequeno,baixa,inaceitavel
alto,medio,2,5mais,pequeno,media,inaceitavel
alto,medio,2,5mais,pequeno,alta,inaceitavel
alto,medio,2,5mais,medio,baixa,inaceitavel
alto,medio,2,5mais,medio,media,inaceitavel
alto,medio,2,5mais,medio,alta,aceitavel
alto,medio,2,5mais,grande,baixa,inaceitavel
alto,medio,2,5mais,grande,media,aceitavel
alto,medio,2,5mais,grande,alta,aceitavel
alto,medio,3,2,pequeno,baixa,inaceitavel
alto,medio,3,2,pequeno,media,inaceitavel
alto,medio,3,2,pequeno,alta,inaceitavel
alto,medio,3,2,medio,baixa,inaceitavel
alto,medio,3,2,medio,media,inaceitavel
alto,medio,3,2,medio,alta,inaceitavel
alto,medio,3,2,grande,baixa,inaceitavel
alto,medio,3,2,grande,media,inaceitavel
alto,medio,3,2,grande,alta,inaceitavel
alto,medio,3,4,pequeno,baixa,inaceitavel
alto,medio,3,4,pequeno,media,inaceitavel
alto,medio,3,4,pequeno,alta,aceitavel
alto,medio,3,4,medio,baixa,inaceitavel
alto,medio,3,4,medio,media,inaceitavel
alto,medio,3,4,medio,alta,aceitavel
alto,medio,3,4,grande,baixa,inaceitavel
alto,medio,3,4,grande,media,aceitavel
alto,medio,3,4,grande,alta,aceitavel
alto,medio,3,5mais,pequeno,baixa,inaceitavel
alto,medio,3,5mais,pequeno,media,inaceitavel
alto,medio,3,5mais,pequeno,alta,aceitavel
alto,medio,3,5mais,medio,baixa,inaceitavel
alto,medio,3,5mais,medio,media,aceitavel
alto,medio,3,5mais,medio,alta,aceitavel
alto,medio,3,5mais,grande,baixa,inaceitavel
alto,medio,3,5mais,grande,media,aceitavel
alto,medio,3,5mais,grande,alta,aceitavel
alto,medio,4,2,pequeno,baixa,inaceitavel
alto,medio,4,2,pequeno,media,inaceitavel
alto,medio,4,2,pequeno,alta,inaceitavel
alto,medio,4,2,medio,baixa,inaceitavel
alto,medio,4,2,medio,media,inaceitavel
alto,medio,4,2,medio,alta,inaceitavel
alto,medio,4,2,grande,baixa,inaceitavel
alto,medio,4,2,grande,media,inaceitavel
alto,medio,4,2,grande,alta,inaceitavel
alto,medio,4,4,pequeno,baixa,inaceitavel
alto,medio,4,4,pequeno,media,inaceitavel
alto,medio,4,4,pequeno,alta,aceitavel
alto,medio,4,4,medio,baixa,inaceitavel
alto,medio,4,4,medio,media,aceitavel
alto,medio,4,4,medio,alta,aceitavel
alto,medio,4,4,grande,baixa,inaceitavel
alto,medio,4,4,grande,media,aceitavel
alto,medio,4,4,grande,alta,aceitavel
alto,medio,4,5mais,pequeno,baixa,inaceitavel
alto,medio,4,5mais,pequeno,media,inaceitavel
alto,medio,4,5mais,pequeno,alta,aceitavel
alto,medio,4,5mais,medio,baixa,inaceitavel
alto,medio,4,5mais,medio,media,aceitavel
alto,medio,4,5mais,medio,alta,aceitavel
alto,medio,4,5mais,grande,baixa,inaceitavel
alto,medio,4,5mais,grande,media,aceitavel
alto,medio,4,5mais,grande,alta,aceitavel
alto,medio,5mais,2,pequeno,baixa,inaceitavel
alto,medio,5mais,2,pequeno,media,inaceitavel
alto,medio,5mais,2,pequeno,alta,inaceitavel
alto,medio,5mais,2,medio,baixa,inaceitavel
alto,medio,5mais,2,medio,media,inaceitavel
alto,medio,5mais,2,medio,alta,inaceitavel
alto,medio,5mais,2,grande,baixa,inaceitavel
alto,medio,5mais,2,grande,media,inaceitavel
alto,medio,5mais,2,grande,alta,inaceitavel
alto,medio,5mais,4,pequeno,baixa,inaceitavel
alto,medio,5mais,4,pequeno,media,inaceitavel
alto,medio,5mais,4,pequeno,alta,aceitavel
alto,medio,5mais,4,medio,baixa,inaceitavel
alto,medio,5mais,4,medio,media,aceitavel
alto,medio,5mais,4,medio,alta,aceitavel
alto,medio,5mais,4,grande,baixa,inaceitavel
alto,medio,5mais,4,grande,media,aceitavel
alto,medio,5mais,4,grande,alta,aceitavel
alto,medio,5mais,5mais,pequeno,baixa,inaceitavel
alto,medio,5mais,5mais,pequeno,media,inaceitavel
alto,medio,5mais,5mais,pequeno,alta,aceitavel
alto,medio,5mais,5mais,medio,baixa,inaceitavel
alto,medio,5mais,5mais,medio,media,aceitavel
alto,medio,5mais,5mais,medio,alta,aceitavel
alto,medio,5mais,5mais,grande,baixa,inaceitavel
alto,medio,5mais,5mais,grande,media,aceitavel
alto,medio,5mais,5mais,grande,alta,aceitavel
alto,baixo,2,2,pequeno,baixa,inaceitavel
alto,baixo,2,2,pequeno,media,inaceitavel
alto,baixo,2,2,pequeno,alta,inaceitavel
alto,baixo,2,2,medio,baixa,inaceitavel
alto,baixo,2,2,medio,media,inaceitavel
alto,baixo,2,2,medio,alta,inaceitavel
alto,baixo,2,2,grande,baixa,inaceitavel
alto,baixo,2,2,grande,media,inaceitavel
alto,baixo,2,2,grande,alta,inaceitavel
alto,baixo,2,4,pequeno,baixa,inaceitavel
alto,baixo,2,4,pequeno,media,inaceitavel
alto,baixo,2,4,pequeno,alta,aceitavel
alto,baixo,2,4,medio,baixa,inaceitavel
alto,baixo,2,4,medio,media,inaceitavel
alto,baixo,2,4,medio,alta,aceitavel
alto,baixo,2,4,grande,baixa,inaceitavel
alto,baixo,2,4,grande,media,aceitavel
alto,baixo,2,4,grande,alta,aceitavel
alto,baixo,2,5mais,pequeno,baixa,inaceitavel
alto,baixo,2,5mais,pequeno,media,inaceitavel
alto,baixo,2,5mais,pequeno,alta,inaceitavel
alto,baixo,2,5mais,medio,baixa,inaceitavel
alto,baixo,2,5mais,medio,media,inaceitavel
alto,baixo,2,5mais,medio,alta,aceitavel
alto,baixo,2,5mais,grande,baixa,inaceitavel
alto,baixo,2,5mais,grande,media,aceitavel
alto,baixo,2,5mais,grande,alta,aceitavel
alto,baixo,3,2,pequeno,baixa,inaceitavel
alto,baixo,3,2,pequeno,media,inaceitavel
alto,baixo,3,2,pequeno,alta,inaceitavel
alto,baixo,3,2,medio,baixa,inaceitavel
alto,baixo,3,2,medio,media,inaceitavel
alto,baixo,3,2,medio,alta,inaceitavel
alto,baixo,3,2,grande,baixa,inaceitavel
alto,baixo,3,2,grande,media,inaceitavel
alto,baixo,3,2,grande,alta,inaceitavel
alto,baixo,3,4,pequeno,baixa,inaceitavel
alto,baixo,3,4,pequeno,media,inaceitavel
alto,baixo,3,4,pequeno,alta,aceitavel
alto,baixo,3,4,medio,baixa,inaceitavel
alto,baixo,3,4,medio,media,inaceitavel
alto,baixo,3,4,medio,alta,aceitavel
alto,baixo,3,4,grande,baixa,inaceitavel
alto,baixo,3,4,grande,media,aceitavel
alto,baixo,3,4,grande,alta,aceitavel
alto,baixo,3,5mais,pequeno,baixa,inaceitavel
alto,baixo,3,5mais,pequeno,media,inaceitavel
alto,baixo,3,5mais,pequeno,alta,aceitavel
alto,baixo,3,5mais,medio,baixa,inaceitavel
alto,baixo,3,5mais,medio,media,aceitavel
alto,baixo,3,5mais,medio,alta,aceitavel
alto,baixo,3,5mais,grande,baixa,inaceitavel
alto,baixo,3,5mais,grande,media,aceitavel
alto,baixo,3,5mais,grande,alta,aceitavel
alto,baixo,4,2,pequeno,baixa,inaceitavel
alto,baixo,4,2,pequeno,media,inaceitavel
alto,baixo,4,2,pequeno,alta,inaceitavel
alto,baixo,4,2,medio,baixa,inaceitavel
alto,baixo,4,2,medio,media,inaceitavel
alto,baixo,4,2,medio,alta,inaceitavel
alto,baixo,4,2,grande,baixa,inaceitavel
alto,baixo,4,2,grande,media,inaceitavel
alto,baixo,4,2,grande,alta,inaceitavel
alto,baixo,4,4,pequeno,baixa,inaceitavel
alto,baixo,4,4,pequeno,media,inaceitavel
alto,baixo,4,4,pequeno,alta,aceitavel
alto,baixo,4,4,medio,baixa,inaceitavel
alto,baixo,4,4,medio,media,aceitavel
alto,baixo,4,4,medio,alta,aceitavel
alto,baixo,4,4,grande,baixa,inaceitavel
alto,baixo,4,4,grande,media,aceitavel
alto,baixo,4,4,grande,alta,aceitavel
alto,baixo,4,5mais,pequeno,baixa,inaceitavel
alto,baixo,4,5mais,pequeno,media,inaceitavel
alto,baixo,4,5mais,pequeno,alta,aceitavel
alto,baixo,4,5mais,medio,baixa,inaceitavel
alto,baixo,4,5mais,medio,media,aceitavel
alto,baixo,4,5mais,medio,alta,aceitavel
alto,baixo,4,5mais,grande,baixa,inaceitavel
alto,baixo,4,5mais,grande,media,aceitavel
alto,baixo,4,5mais,grande,alta,aceitavel
alto,baixo,5mais,2,pequeno,baixa,inaceitavel
alto,baixo,5mais,2,pequeno,media,inaceitavel
