preco,manutencao,portas,pessoas,bagageiro,seguranca,aceitabilidade
medio,baixo,5mais,4,medio,baixa,inaceitavel
medio,baixo,5mais,4,medio,media,bom
medio,baixo,5mais,4,medio,alta,muitobom
medio,baixo,5mais,4,grande,baixa,inaceitavel
medio,baixo,5mais,4,grande,media,bom
medio,baixo,5mais,4,grande,alta,muitobom
medio,baixo,5mais,5mais,pequeno,baixa,inaceitavel
medio,baixo,5mais,5mais,pequeno,media,aceitavel
medio,baixo,5mais,5mais,pequeno,alta,bom
medio,baixo,5mais,5mais,medio,baixa,inaceitavel
medio,baixo,5mais,5mais,medio,media,bom
medio,baixo,5mais,5mais,medio,alta,muitobom
medio,baixo,5mais,5mais,grande,baixa,inaceitavel
medio,baixo,5mais,5mais,grande,media,bom
medio,baixo,5mais,5mais,grande,alta,muitobom
baixo,muitoalto,2,2,pequeno,baixa,inaceitavel
baixo,muitoalto,2,2,pequeno,media,inaceitavel
baixo,muitoalto,2,2,pequeno,alta,inaceitavel
baixo,muitoalto,2,2,medio,baixa,inaceitavel
baixo,muitoalto,2,2,medio,media,inaceitavel
baixo,muitoalto,2,2,medio,alta,inaceitavel
baixo,muitoalto,2,2,grande,baixa,inaceitavel
baixo,muitoalto,2,2,grande,media,inaceitavel
baixo,muitoalto,2,2,grande,alta,inaceitavel
baixo,muitoalto,2,4,pequeno,baixa,inaceitavel
baixo,muitoalto,2,4,pequeno,media,inaceitavel
baixo,muitoalto,2,4,pequeno,alta,aceitavel
baixo,muitoalto,2,4,medio,baixa,inaceitavel
baixo,muitoalto,2,4,medio,media,inaceitavel
baixo,muitoalto,2,4,medio,alta,aceitavel
baixo,muitoalto,2,4,grande,baixa,inaceitavel
baixo,muitoalto,2,4,grande,media,aceitavel
baixo,muitoalto,2,4,grande,alta,aceitavel
baixo,muitoalto,2,5mais,pequeno,baixa,inaceitavel
baixo,muitoalto,2,5mais,pequeno,media,inaceitavel
baixo,muitoalto,2,5mais,pequeno,alta,inaceitavel
baixo,muitoalto,2,5mais,medio,baixa,inaceitavel
baixo,muitoalto,2,5mais,medio,media,inaceitavel
baixo,muitoalto,2,5mais,medio,alta,aceitavel
baixo,muitoalto,2,5mais,grande,baixa,inaceitavel
baixo,muitoalto,2,5mais,grande,media,aceitavel
baixo,muitoalto,2,5mais,grande,alta,aceitavel
baixo,muitoalto,3,2,pequeno,baixa,inaceitavel
baixo,muitoalto,3,2,pequeno,media,inaceitavel
baixo,muitoalto,3,2,pequeno,alta,inaceitavel
baixo,muitoalto,3,2,medio,baixa,inaceitavel
baixo,muitoalto,3,2,medio,media,inaceitavel
baixo,muitoalto,3,2,medio,alta,inaceitavel
baixo,muitoalto,3,2,grande,baixa,inaceitavel
baixo,muitoalto,3,2,grande,media,inaceitavel
baixo,muitoalto,3,2,grande,alta,inaceitavel
baixo,muitoalto,3,4,pequeno,baixa,inaceitavel
baixo,muitoalto,3,4,pequeno,media,inaceitavel
baixo,muitoalto,3,4,pequeno,alta,aceitavel
baixo,muitoalto,3,4,medio,baixa,inaceitavel
baixo,muitoalto,3,4,medio,media,inaceitavel
baixo,muitoalto,3,4,medio,alta,aceitavel
baixo,muitoalto,3,4,grande,baixa,inaceitavel
baixo,muitoalto,3,4,grande,media,aceitavel
baixo,muitoalto,3,4,grande,alta,aceitavel
baixo,muitoalto,3,5mais,pequeno,baixa,inaceitavel
baixo,muitoalto,3,5mais,pequeno,media,inaceitavel
baixo,muitoalto,3,5mais,pequeno,alta,aceitavel
baixo,muitoalto,3,5mais,medio,baixa,inaceitavel
baixo,muitoalto,3,5mais,medio,media,aceitavel
baixo,muitoalto,3,5mais,medio,alta,aceitavel
baixo,muitoalto,3,5mais,grande,baixa,inaceitavel
baixo,muitoalto,3,5mais,grande,media,aceitavel
baixo,muitoalto,3,5mais,grande,alta,aceitavel
baixo,muitoalto,4,2,pequeno,baixa,inaceitavel
baixo,muitoalto,4,2,pequeno,media,inaceitavel
baixo,muitoalto,4,2,pequeno,alta,inaceitavel
baixo,muitoalto,4,2,medio,baixa,inaceitavel
baixo,muitoalto,4,2,medio,media,inaceitavel
baixo,muitoalto,4,2,medio,alta,inaceitavel
baixo,muitoalto,4,2,grande,baixa,inaceitavel
baixo,muitoalto,4,2,grande,media,inaceitavel
baixo,muitoalto,4,2,grande,alta,inaceitavel
baixo,muitoalto,4,4,pequeno,baixa,inaceitavel
baixo,muitoalto,4,4,pequeno,media,inaceitavel
baixo,muitoalto,4,4,pequeno,alta,aceitavel
baixo,muitoalto,4,4,medio,baixa,inaceitavel
baixo,muitoalto,4,4,medio,media,aceitavel
baixo,muitoalto,4,4,medio,alta,aceitavel
baixo,muitoalto,4,4,grande,baixa,inaceitavel
baixo,muitoalto,4,4,grande,media,aceitavel
baixo,muitoalto,4,4,grande,alta,aceitavel
baixo,muitoalto,4,5mais,pequeno,baixa,inaceitavel
baixo,muitoalto,4,5mais,pequeno,media,inaceitavel
baixo,muitoalto,4,5mais,pequeno,alta,aceitavel
baixo,muitoalto,4,5mais,medio,baixa,inaceitavel
baixo,muitoalto,4,5mais,medio,media,aceitavel
baixo,muitoalto,4,5mais,medio,alta,aceitavel
baixo,muitoalto,4,5mais,grande,baixa,inaceitavel
baixo,muitoalto,4,5mais,grande,media,aceitavel
baixo,muitoalto,4,5mais,grande,alta,aceitavel
baixo,muitoalto,5mais,2,pequeno,baixa,inaceitavel
baixo,muitoalto,5mais,2,pequeno,media,inaceitavel
baixo,muitoalto,5mais,2,pequeno,alta,inaceitavel
baixo,muitoalto,5mais,2,medio,baixa,inaceitavel
baixo,muitoalto,5mais,2,medio,media,inaceitavel
baixo,muitoalto,5mais,2,medio,alta,inaceitavel
baixo,muitoalto,5mais,2,grande,baixa,inaceitavel
baixo,muitoalto,5mais,2,grande,media,inaceitavel
baixo,muitoalto,5mais,2,grande,alta,inaceitavel
baixo,muitoalto,5mais,4,pequeno,baixa,inaceitavel
baixo,muitoalto,5mais,4,pequeno,media,inaceitavel
baixo,muitoalto,5mais,4,pequeno,alta,aceitavel
baixo,muitoalto,5mais,4,medio,baixa,inaceitavel
baixo,muitoalto,5mais,4,medio,media,aceitavel
baixo,muitoalto,5mais,4,medio,alta,aceitavel
baixo,muitoalto,5mais,4,grande,baixa,inaceitavel
baixo,muitoalto,5mais,4,grande,media,aceitavel
baixo,muitoalto,5mais,4,grande,alta,aceitavel
baixo,muitoalto,5mais,5mais,pequeno,baixa,inaceitavel
baixo,muitoalto,5mais,5mais,pequeno,media,inaceitavel
baixo,muitoalto,5mais,5mais,pequeno,alta,aceitavel
baixo,muitoalto,5mais,5mais,medio,baixa,inaceitavel
baixo,muitoalto,5mais,5mais,medio,media,aceitavel
baixo,muitoalto,5mais,5mais,medio,alta,aceitavel
baixo,muitoalto,5mais,5mais,grande,baixa,inaceitavel
baixo,muitoalto,5mais,5mais,grande,media,aceitavel
baixo,muitoalto,5mais,5mais,grande,alta,aceitavel
baixo,alto,2,2,pequeno,baixa,inaceitavel
baixo,alto,2,2,pequeno,media,inaceitavel
baixo,alto,2,2,pequeno,alta,inaceitavel
baixo,alto,2,2,medio,baixa,inaceitavel
baixo,alto,2,2,medio,media,inaceitavel
baixo,alto,2,2,medio,alta,inaceitavel
baixo,alto,2,2,grande,baixa,inaceitavel
baixo,alto,2,2,grande,media,inaceitavel
baixo,alto,2,2,grande,alta,inaceitavel
baixo,alto,2,4,pequeno,baixa,inaceitavel
baixo,alto,2,4,pequeno,media,aceitavel
baixo,alto,2,4,pequeno,alta,aceitavel
baixo,alto,2,4,medio,baixa,inaceitavel
baixo,alto,2,4,medio,media,aceitavel
baixo,alto,2,4,medio,alta,aceitavel
baixo,alto,2,4,grande,baixa,inaceitavel
baixo,alto,2,4,grande,media,aceitavel
baixo,alto,2,4,grande,alta,muitobom
baixo,alto,2,5mais,pequeno,baixa,inaceitavel
baixo,alto,2,5mais,pequeno,media,inaceitavel
baixo,alto,2,5mais,pequeno,alta,inaceitavel
baixo,alto,2,5mais,medio,baixa,inaceitavel
baixo,alto,2,5mais,medio,media,aceitavel
baixo,alto,2,5mais,medio,alta,aceitavel
baixo,alto,2,5mais,grande,baixa,inaceitavel
baixo,alto,2,5mais,grande,media,aceitavel
baixo,alto,2,5mais,grande,alta,muitobom
baixo,alto,3,2,pequeno,baixa,inaceitavel
baixo,alto,3,2,pequeno,media,inaceitavel
baixo,alto,3,2,pequeno,alta,inaceitavel
baixo,alto,3,2,medio,baixa,inaceitavel
baixo,alto,3,2,medio,media,inaceitavel
baixo,alto,3,2,medio,alta,inaceitavel
baixo,alto,3,2,grande,baixa,inaceitavel
baixo,alto,3,2,grande,media,inaceitavel
baixo,alto,3,2,grande,alta,inaceitavel
baixo,alto,3,4,pequeno,baixa,inaceitavel
baixo,alto,3,4,pequeno,media,aceitavel
baixo,alto,3,4,pequeno,alta,aceitavel
baixo,alto,3,4,medio,baixa,inaceitavel
baixo,alto,3,4,medio,media,aceitavel
baixo,alto,3,4,medio,alta,aceitavel
baixo,alto,3,4,grande,baixa,inaceitavel
baixo,alto,3,4,grande,media,aceitavel
baixo,alto,3,4,grande,alta,muitobom
baixo,alto,3,5mais,pequeno,baixa,inaceitavel
baixo,alto,3,5mais,pequeno,media,aceitavel
baixo,alto,3,5mais,pequeno,alta,aceitavel
baixo,alto,3,5mais,medio,baixa,inaceitavel
baixo,alto,3,5mais,medio,media,aceitavel
baixo,alto,3,5mais,medio,alta,muitobom
baixo,alto,3,5mais,grande,baixa,inaceitavel
baixo,alto,3,5mais,grande,media,aceitavel
baixo,alto,3,5mais,grande,alta,muitobom
baixo,alto,4,2,pequeno,baixa,inaceitavel
baixo,alto,4,2,pequeno,media,inaceitavel
baixo,alto,4,2,pequeno,alta,inaceitavel
baixo,alto,4,2,medio,baixa,inaceitavel
baixo,alto,4,2,medio,media,inaceitavel
baixo,alto,4,2,medio,alta,inaceitavel
baixo,alto,4,2,grande,baixa,inaceitavel
baixo,alto,4,2,grande,media,inaceitavel
baixo,alto,4,2,grande,alta,inaceitavel
baixo,alto,4,4,pequeno,baixa,inaceitavel
baixo,alto,4,4,pequeno,media,aceitavel
baixo,alto,4,4,pequeno,alta,aceitavel
baixo,alto,4,4,medio,baixa,inaceitavel
baixo,alto,4,4,medio,media,aceitavel
baixo,alto,4,4,medio,alta,muitobom
baixo,alto,4,4,grande,baixa,inaceitavel
baixo,alto,4,4,grande,media,aceitavel
baixo,alto,4,4,grande,alta,muitobom
baixo,alto,4,5mais,pequeno,baixa,inaceitavel
baixo,alto,4,5mais,pequeno,media,aceitavel
baixo,alto,4,5mais,pequeno,alta,aceitavel
baixo,alto,4,5mais,medio,baixa,inaceitavel
baixo,alto,4,5mais,medio,media,aceitavel
baixo,alto,4,5mais,medio,alta,muitobom
baixo,alto,4,5mais,grande,baixa,inaceitavel
baixo,alto,4,5mais,grande,media,aceitavel
baixo,alto,4,5mais,grande,alta,muitobom
baixo,alto,5mais,2,pequeno,baixa,inaceitavel
baixo,alto,5mais,2,pequeno,media,inaceitavel
baixo,alto,5mais,2,pequeno,alta,inaceitavel
baixo,alto,5mais,2,medio,baixa,inaceitavel
baixo,alto,5mais,2,medio,media,inaceitavel
baixo,alto,5mais,2,medio,alta,inaceitavel
baixo,alto,5mais,2,grande,baixa,inaceitavel
baixo,alto,5mais,2,grande,media,inaceitavel
baixo,alto,5mais,2,grande,alta,inaceitavel
baixo,alto,5mais,4,pequeno,baixa,inaceitavel
baixo,alto,5mais,4,pequeno,media,aceitavel
baixo,alto,5mais,4,pequeno,alta,aceitavel
baixo,alto,5mais,4,medio,baixa,inaceitavel
baixo,alto,5mais,4,medio,media,aceitavel
baixo,alto,5mais,4,medio,alta,muitobom
baixo,alto,5mais,4,grande,baixa,inaceitavel
baixo,alto,5mais,4,grande,media,aceitavel
baixo,alto,5mais,4,grande,alta,muitobom
baixo,alto,5mais,5mais,pequeno,baixa,inaceitavel
baixo,alto,5mais,5mais,pequeno,media,aceitavel
baixo,alto,5mais,5mais,pequeno,alta,aceitavel
baixo,alto,5mais,5mais,medio,baixa,inaceitavel
baixo,alto,5mais,5mais,medio,media,aceitavel
baixo,alto,5mais,5mais,medio,alta,muitobom
baixo,alto,5mais,5mais,grande,baixa,inaceitavel
baixo,alto,5mais,5mais,grande,media,aceitavel
baixo,alto,5mais,5mais,grande,alta,muitobom
baixo,medio,2,2,pequeno,baixa,inaceitavel
baixo,medio,2,2,pequeno,media,inaceitavel
baixo,medio,2,2,pequeno,alta,inaceitavel
baixo,medio,2,2,medio,baixa,inaceitavel
baixo,medio,2,2,medio,media,inaceitavel
baixo,medio,2,2,medio,alta,inaceitavel
baixo,medio,2,2,grande,baixa,inaceitavel
baixo,medio,2,2,grande,media,inaceitavel
baixo,medio,2,2,grande,alta,inaceitavel
baixo,medio,2,4,pequeno,baixa,inaceitavel
baixo,medio,2,4,pequeno,media,aceitavel
baixo,medio,2,4,pequeno,alta,bom
baixo,medio,2,4,medio,baixa,inaceitavel
baixo,medio,2,4,medio,media,aceitavel
baixo,medio,2,4,medio,alta,bom
baixo,medio,2,4,grande,baixa,inaceitavel
baixo,medio,2,4,grande,media,bom
baixo,medio,2,4,grande,alta,muitobom
baixo,medio,2,5mais,pequeno,baixa,inaceitavel
baixo,medio,2,5mais,pequeno,media,inaceitavel
baixo,medio,2,5mais,pequeno,alta,inaceitavel
baixo,medio,2,5mais,medio,baixa,inaceitavel
baixo,medio,2,5mais,medio,media,aceitavel
baixo,medio,2,5mais,medio,alta,bom
baixo,medio,2,5mais,grande,baixa,inaceitavel
baixo,medio,2,5mais,grande,media,bom
baixo,medio,2,5mais,grande,alta,muitobom
baixo,medio,3,2,pequeno,baixa,inaceitavel
baixo,medio,3,2,pequeno,media,inaceitavel
baixo,medio,3,2,pequeno,alta,inaceitavel
baixo,medio,3,2,medio,baixa,inaceitavel
baixo,medio,3,2,medio,media,inaceitavel
baixo,medio,3,2,medio,alta,inaceitavel
baixo,medio,3,2,grande,baixa,inaceitavel
baixo,medio,3,2,grande,media,inaceitavel
baixo,medio,3,2,grande,alta,inaceitavel
baixo,medio,3,4,pequeno,baixa,inaceitavel
baixo,medio,3,4,pequeno,media,aceitavel
baixo,medio,3,4,pequeno,alta,bom
baixo,medio,3,4,medio,baixa,inaceitavel
baixo,medio,3,4,medio,media,aceitavel
baixo,medio,3,4,medio,alta,bom
baixo,medio,3,4,grande,baixa,inaceitavel
baixo,medio,3,4,grande,media,bom
baixo,medio,3,4,grande,alta,muitobom
baixo,medio,3,5mais,pequeno,baixa,inaceitavel
baixo,medio,3,5mais,pequeno,media,aceitavel
baixo,medio,3,5mais,pequeno,alta,bom
baixo,medio,3,5mais,medio,baixa,inaceitavel
baixo,medio,3,5mais,medio,media,bom
baixo,medio,3,5mais,medio,alta,muitobom
baixo,medio,3,5mais,grande,baixa,inaceitavel
baixo,medio,3,5mais,grande,media,bom
baixo,medio,3,5mais,grande,alta,muitobom
baixo,medio,4,2,pequeno,baixa,inaceitavel
baixo,medio,4,2,pequeno,media,inaceitavel
baixo,medio,4,2,pequeno,alta,inaceitavel
baixo,medio,4,2,medio,baixa,inaceitavel
baixo,medio,4,2,medio,media,inaceitavel
baixo,medio,4,2,medio,alta,inaceitavel
baixo,medio,4,2,grande,baixa,inaceitavel
baixo,medio,4,2,grande,media,inaceitavel
baixo,medio,4,2,grande,alta,inaceitavel
baixo,medio,4,4,pequeno,baixa,inaceitavel
baixo,medio,4,4,pequeno,media,aceitavel
baixo,medio,4,4,pequeno,alta,bom
baixo,medio,4,4,medio,baixa,inaceitavel
baixo,medio,4,4,medio,media,bom
baixo,medio,4,4,medio,alta,muitobom
baixo,medio,4,4,grande,baixa,inaceitavel
baixo,medio,4,4,grande,media,bom
baixo,medio,4,4,grande,alta,muitobom
baixo,medio,4,5mais,pequeno,baixa,inaceitavel
baixo,medio,4,5mais,pequeno,media,aceitavel
baixo,medio,4,5mais,pequeno,alta,bom
baixo,medio,4,5mais,medio,baixa,inaceitavel
baixo,medio,4,5mais,medio,media,bom
baixo,medio,4,5mais,medio,alta,muitobom
baixo,medio,4,5mais,grande,baixa,inaceitavel
baixo,medio,4,5mais,grande,media,bom
baixo,medio,4,5mais,grande,alta,muitobom
baixo,medio,5mais,2,pequeno,baixa,inaceitavel
baixo,medio,5mais,2,pequeno,media,inaceitavel
baixo,medio,5mais,2,pequeno,alta,inaceitavel
baixo,medio,5mais,2,medio,baixa,inaceitavel
baixo,medio,5mais,2,medio,media,inaceitavel
baixo,medio,5mais,2,medio,alta,inaceitavel
baixo,medio,5mais,2,grande,baixa,inaceitavel
baixo,medio,5mais,2,grande,media,inaceitavel
baixo,medio,5mais,2,grande,alta,inaceitavel
baixo,medio,5mais,4,pequeno,baixa,inaceitavel
baixo,medio,5mais,4,pequeno,media,aceitavel
baixo,medio,5mais,4,pequeno,alta,bom
baixo,medio,5mais,4,medio,baixa,inaceitavel
baixo,medio,5mais,4,medio,media,bom
baixo,medio,5mais,4,medio,alta,muitobom
baixo,medio,5mais,4,grande,baixa,inaceitavel
baixo,medio,5mais,4,grande,media,bom
baixo,medio,5mais,4,grande,alta,muitobom
baixo,medio,5mais,5mais,pequeno,baixa,inaceitavel
baixo,medio,5mais,5mais,pequeno,media,aceitavel
baixo,medio,5mais,5mais,pequeno,alta,bom
baixo,medio,5mais,5mais,medio,baixa,inaceitavel
baixo,medio,5mais,5mais,medio,media,bom
baixo,medio,5mais,5mais,medio,alta,muitobom
baixo,medio,5mais,5mais,grande,baixa,inaceitavel
baixo,medio,5mais,5mais,grande,media,bom
baixo,medio,5mais,5mais,grande,alta,muitobom
baixo,baixo,2,2,pequeno,baixa,inaceitavel
baixo,baixo,2,2,pequeno,media,inaceitavel
baixo,baixo,2,2,pequeno,alta,inaceitavel
baixo,baixo,2,2,medio,baixa,inaceitavel
baixo,baixo,2,2,medio,media,inaceitavel
baixo,baixo,2,2,medio,alta,inaceitavel
baixo,baixo,2,2,grande,baixa,inaceitavel
baixo,baixo,2,2,grande,media,inaceitavel
baixo,baixo,2,2,grande,alta,inaceitavel
baixo,baixo,2,4,pequeno,baixa,inaceitavel
baixo,baixo,2,4,pequeno,media,aceitavel
baixo,baixo,2,4,pequeno,alta,bom
baixo,baixo,2,4,medio,baixa,inaceitavel
baixo,baixo,2,4,medio,media,aceitavel
baixo,baixo,2,4,medio,alta,bom
baixo,baixo,2,4,grande,baixa,inaceitavel
baixo,baixo,2,4,grande,media,bom
baixo,baixo,2,4,grande,alta,muitobom
baixo,baixo,2,5mais,pequeno,baixa,inaceitavel
baixo,baixo,2,5mais,pequeno,media,inaceitavel
baixo,baixo,2,5mais,pequeno,alta,inaceitavel
baixo,baixo,2,5mais,medio,baixa,inaceitavel
baixo,baixo,2,5mais,medio,media,aceitavel
baixo,baixo,2,5mais,medio,alta,bom
baixo,baixo,2,5mais,grande,baixa,inaceitavel
baixo,baixo,2,5mais,grande,media,bom
baixo,baixo,2,5mais,grande,alta,muitobom
baixo,baixo,3,2,pequeno,baixa,inaceitavel
baixo,baixo,3,2,pequeno,media,inaceitavel
baixo,baixo,3,2,pequeno,alta,inaceitavel
baixo,baixo,3,2,medio,baixa,inaceitavel
baixo,baixo,3,2,medio,media,inaceitavel
baixo,baixo,3,2,medio,alta,inaceitavel
baixo,baixo,3,2,grande,baixa,inaceitavel
baixo,baixo,3,2,grande,media,inaceitavel
baixo,baixo,3,2,grande,alta,inaceitavel
baixo,baixo,3,4,pequeno,baixa,inaceitavel
baixo,baixo,3,4,pequeno,media,aceitavel
baixo,baixo,3,4,pequeno,alta,bom
baixo,baixo,3,4,medio,baixa,inaceitavel
baixo,baixo,3,4,medio,media,aceitavel
baixo,baixo,3,4,medio,alta,bom
baixo,baixo,3,4,grande,baixa,inaceitavel
baixo,baixo,3,4,grande,media,bom
baixo,baixo,3,4,grande,alta,muitobom
baixo,baixo,3,5mais,pequeno,baixa,inaceitavel
baixo,baixo,3,5mais,pequeno,media,aceitavel
baixo,baixo,3,5mais,pequeno,alta,bom
baixo,baixo,3,5mais,medio,baixa,inaceitavel
baixo,baixo,3,5mais,medio,media,bom
baixo,baixo,3,5mais,medio,alta,muitobom
baixo,baixo,3,5mais,grande,baixa,inaceitavel
baixo,baixo,3,5mais,grande,media,bom
baixo,baixo,3,5mais,grande,alta,muitobom
baixo,baixo,4,2,pequeno,baixa,inaceitavel
baixo,baixo,4,2,pequeno,media,inaceitavel
baixo,baixo,4,2,pequeno,alta,inaceitavel
baixo,baixo,4,2,medio,baixa,inaceitavel
baixo,baixo,4,2,medio,media,inaceitavel
baixo,baixo,4,2,medio,alta,inaceitavel
baixo,baixo,4,2,grande,baixa,inaceitavel
baixo,baixo,4,2,grande,media,inaceitavel
baixo,baixo,4,2,grande,alta,inaceitavel
baixo,baixo,4,4,pequeno,baixa,inaceitavel
baixo,baixo,4,4,pequeno,media,aceitavel
baixo,baixo,4,4,pequeno,alta,bom
baixo,baixo,4,4,medio,baixa,inaceitavel
baixo,baixo,4,4,medio,media,bom
baixo,baixo,4,4,medio,alta,muitobom
baixo,baixo,4,4,grande,baixa,inaceitavel
baixo,baixo,4,4,grande,media,bom
baixo,baixo,4,4,grande,alta,muitobom
baixo,baixo,4,5mais,pequeno,baixa,inaceitavel
baixo,baixo,4,5mais,pequeno,media,aceitavel
baixo,baixo,4,5mais,pequeno,alta,bom
baixo,baixo,4,5mais,medio,baixa,inaceitavel
baixo,baixo,4,5mais,medio,media,bom
baixo,baixo,4,5mais,medio,alta,muitobom
baixo,baixo,4,5mais,grande,baixa,inaceitavel
baixo,baixo,4,5mais,grande,media,bom
baixo,baixo,4,5mais,grande,alta,muitobom
baixo,baixo,5mais,2,pequeno,baixa,inaceitavel
baixo,baixo,5mais,2,pequeno,media,inaceitavel
baixo,baixo,5mais,2,pequeno,alta,inaceitavel
baixo,baixo,5mais,2,medio,baixa,inaceitavel
baixo,baixo,5mais,2,medio,media,inaceitavel
baixo,baixo,5mais,2,medio,alta,inaceitavel
baixo,baixo,5mais,2,grande,baixa,inaceitavel
baixo,baixo,5mais,2,grande,media,inaceitavel
baixo,baixo,5mais,2,grande,alta,inaceitavel
baixo,baixo,5mais,4,pequeno,baixa,inaceitavel
baixo,baixo,5mais,4,pequeno,media,aceitavel
baixo,baixo,5mais,4,pequeno,alta,bom
baixo,baixo,5mais,4,medio,baixa,inaceitavel
baixo,baixo,5mais,4,medio,media,bom
baixo,baixo,5mais,4,medio,alta,muitobom
baixo,baixo,5mais,4,grande,baixa,inaceitavel
baixo,baixo,5mais,4,grande,media,bom
baixo,baixo,5mais,4,grande,alta,muitobom
baixo,baixo,5mais,5mais,pequeno,baixa,inaceitavel
baixo,baixo,5mais,5mais,pequeno,media,aceitavel
baixo,baixo,5mais,5mais,pequeno,alta,bom
baixo,baixo,5mais,5mais,medio,baixa,inaceitavel
baixo,baixo,5mais,5mais,medio,media,bom
baixo,baixo,5mais,5mais,medio,alta,muitobom
baixo,baixo,5mais,5mais,grande,baixa,inaceitavel
baixo,baixo,5mais,5mais,grande,media,bom
baixo,baixo,5mais,5mais,grande,alta,muitobom
